-19.377490520477295,-20.56670832633972,-18.588186025619507,-17.49368441104889,-16.65175974369049,-16.293941497802734,-15.409921288490295,-15.388873219490051,-14.567996740341187,-14.273322939872742,-14.241751551628113,-13.54716432094574,-13.315634489059448,-13.284062266349792,-13.063057661056519,-13.263014078140259,-13.32615840435028,-13.16829764842987,-13.01043689250946,9.60361478768243e+33,-12.989388942718506,-12.778907895088196,-12.90519654750824,-13.53663969039917,-12.789431810379028,-13.74712073802948,-13.48401927947998,-13.862885475158691,-14.031270503997803,-14.736382365226746,-14.694285273551941,-15.536210179328918,-15.788787245750427,-16.378133893013,-17.062198042869568,-17.672593116760254,-19.230154037475586,-19.745832562446594,-21.38758409023285,-21.366536617279053,-22.261081218719482,-23.902833819389343,-26.2707462310791,-26.03921663761139,-28.396605014801025,-26.975858211517334,-26.386510372161865,-27.42839241027832,-33.07980918884277,-33.21662139892578,-35.82658815383911
-20.98767101764679,-20.219414591789246,-19.314345836639404,-16.70438015460968,-16.33603858947754,-16.999054312705994,-16.893813371658325,-16.535995960235596,-15.378349304199219,-13.70502483844757,-12.842052578926086,-12.831528663635254,-14.936338663101196,-12.421090245246887,-12.157988667488098,-12.452661991119385,-13.01043713092804,-11.673882484436035,-12.073796510696411,-12.610522508621216,-11.663358569145203,-12.2211332321167,-12.684191226959229,-12.263229012489319,-12.442137718200684,-12.64209508895874,-12.778907775878906,-12.400041937828064,-12.989388942718506,-13.315635204315186,-15.252060413360596,-14.536425113677979,-14.673237442970276,-15.367825031280518,-16.883288979530334,-16.830668568611145,-18.33560872077942,-18.851287961006165,-19.514302849769592,-22.229508876800537,-22.482086300849915,-23.3029625415802,-24.892094612121582,-25.51301395893097,-26.986381888389587,-26.049741506576538,-26.881141185760498,-27.975643277168274,-31.564345359802246,-32.564130783081055,-35.28986120223999
-18.388229489326477,-20.493040442466736,-17.156914591789246,-16.578091502189636,-16.8096204996109,-14.610092759132385,-14.168081879615784,-15.220488786697388,-15.083675742149353,-14.49432921409607,-14.094414710998535,-13.441923141479492,-12.021175384521484,-12.284277319908142,-11.726502060890198,-11.568641304969788,-11.231871962547302,-11.989603877067566,-12.526330828666687,-11.610737800598145,-12.78943133354187,-11.705454468727112,-10.84248173236847,-11.210823774337769,-11.64231014251709,-11.905411124229431,-11.894887328147888,-11.6317857503891,-11.579165935516357,-13.368254542350769,-13.610308289527893,-14.662713527679443,-14.90476644039154,-15.27310860157013,-15.294156670570374,-17.735737681388855,-16.49389934539795,-19.377490520477295,-19.598496437072754,-20.629852771759033,-22.555754899978638,-23.67130398750305,-25.028907775878906,-24.94471526145935,-24.913142681121826,-26.923237085342407,-25.249913096427917,-27.42839252948761,-29.6910640001297,-32.12212038040161,-34.784706354141235
-18.59870982170105,-18.588186144828796,-17.262154936790466,-16.48337495326996,-15.557258129119873,-15.052103519439697,-15.462541580200195,-12.389517784118652,-12.947292804718018,-12.06327211856842,-13.263014197349548,-11.779122710227966,-12.400041937828064,-11.37920868396759,-11.442352652549744,-11.158203482627869,-11.231871604919434,-12.557903051376343,-10.347851395606995,-11.442353248596191,-10.831957697868347,-10.200514435768127,-12.64209508895874,-10.989818692207336,-12.305325388908386,-11.231871604919434,-11.473924994468689,-11.90541136264801,-12.663143157958984,-12.094844222068787,-12.57895028591156,-12.599998950958252,-12.9157212972641,-13.873409390449524,-16.43075454235077,-15.894027590751648,-17.420016169548035,-17.556828260421753,-19.861596941947937,-18.588186144828796,-20.482516050338745,-22.62942337989807,-24.060694456100464,-22.966193437576294,-23.429251074790955,-24.008073568344116,-25.828735947608948,-27.123194694519043,-29.10171639919281,-30.84871017932892,-32.364173412323
-17.38844358921051,-18.756571173667908,-15.820359587669373,-16.9780056476593,-15.43096935749054,-13.620832324028015,-14.683761954307556,-12.936768651008606,-13.06305730342865,-12.589474558830261,-11.042438268661499,-11.01086688041687,-18.546090006828308,-10.705668926239014,-12.231656551361084,-11.852790832519531,-11.95803165435791,-10.211038589477539,-11.21082353591919,-11.084534764289856,-10.242610812187195,-11.368684887886047,-10.42151939868927,-10.474140286445618,-11.305540323257446,-12.52633023262024,-12.084319829940796,-12.463186144828796,-12.852575659751892,-13.568212032318115,-13.936553835868835,-13.505067586898804,-14.104938983917236,-15.052103400230408,-13.926029324531555,-16.38865888118744,-16.946433305740356,-18.12512743473053,-17.483160495758057,-18.472421884536743,-21.81907057762146,-22.639946818351746,-24.229079723358154,-24.35536801815033,-23.576587677001953,-24.702661871910095,-23.587111830711365,-28.17560052871704,-26.723280549049377,-32.448365688323975,-30.048882007598877
-17.4410640001297,-16.06241285800934,-15.420445203781128,-14.652188658714294,-13.810265064239502,-12.673667311668396,-14.483804941177368,-11.884363651275635,-13.315634846687317,-11.452877402305603,-11.16872763633728,-11.105583429336548,-21.692782163619995,-11.126631140708923,-9.94793713092804,-9.590119242668152,-10.27418303489685,-10.211038589477539,-11.600213527679443,-10.968770742416382,-11.242395639419556,-9.863744735717773,-9.48487901687622,-11.43182897567749,-11.021390438079834,-11.505497455596924,-9.990033268928528,-9.916364669799805,-11.779122710227966,-11.589689135551453,-13.673452019691467,-11.936984300613403,-12.368470191955566,-12.95781695842743,-13.715548515319824,-14.557472348213196,-16.75700068473816,-17.819929838180542,-16.999053359031677,-18.156700134277344,-19.61954391002655,-22.09269618988037,-21.208675742149353,-21.892739057540894,-20.798237442970276,-25.35515332221985,-23.94492995738983,-26.2076016664505,-26.670660972595215,-28.964904308319092,-31.974783778190613
-17.188486695289612,-16.725428462028503,-15.630926132202148,-15.178391814231873,-14.389088034629822,-12.69471561908722,-12.663143634796143,-11.452877283096313,-12.473710179328918,-10.90562629699707,-10.653048872947693,-10.537284135818481,-20.87190580368042,-9.884793162345886,-9.758503913879395,-10.274182677268982,-10.400471568107605,-9.43225884437561,-9.548023343086243,-10.347851276397705,-9.274397730827332,-10.042653441429138,-9.106013178825378,-10.53728449344635,-11.36868441104889,-11.84226679801941,-10.695144891738892,-9.758503794670105,-12.38951849937439,-10.958245754241943,-11.6317857503891,-11.22134792804718,-13.526115775108337,-12.36846935749054,-13.17882227897644,-13.747120261192322,-15.715118765830994,-17.12534260749817,-16.23079788684845,-17.830454111099243,-19.798452496528625,-20.377275824546814,-21.419156908988953,-20.61932861804962,-20.60880470275879,-22.81885588169098,-24.78685438632965,-26.74432861804962,-24.650041699409485,-29.680539846420288,-31.827447175979614
-18.1777480840683,-14.988958835601807,-15.978220462799072,-14.6942857503891,-12.873624324798584,-14.136511206626892,-12.284277558326721,-12.357945203781128,-11.494972944259644,-10.389947414398193,-11.579165697097778,-11.21082353591919,-15.915075540542603,-10.326802968978882,-9.15863299369812,-9.348066329956055,-9.400686144828796,-9.31649386882782,-11.105583310127258,-9.316493511199951,-9.505926728248596,-9.221776843070984,-9.032344341278076,-11.421304702758789,-9.926889181137085,-10.284706950187683,-9.705883741378784,-10.042653441429138,-10.579380512237549,-10.789861798286438,-10.600428700447083,-11.084534525871277,-13.020960569381714,-12.473710298538208,-13.263014554977417,-13.326159000396729,-14.967911005020142,-15.367825150489807,-16.525471448898315,-16.75700008869171,-18.430325627326965,-20.819286346435547,-20.524611830711365,-21.55596947669983,-20.703521132469177,-21.650685667991638,-23.545015692710876,-25.007859349250793,-26.333890318870544,-27.56520414352417,-30.501416206359863
-16.05188810825348,-15.388873100280762,-14.052318334579468,-14.357515811920166,-12.831528306007385,-12.084320545196533,-11.400257110595703,-11.4318288564682,-11.358160376548767,-11.579165935516357,-10.926674604415894,-11.031914710998535,-13.241965889930725,-9.958461046218872,-8.642954587936401,-9.36911427974701,-8.80081570148468,-8.558761835098267,-9.947936534881592,-10.326802968978882,-8.748195171356201,-10.305754542350769,-8.548237919807434,-9.400686502456665,-10.011081218719482,-8.958676099777222,-10.347851276397705,-9.569071412086487,-10.505712270736694,-11.084535002708435,-11.631786227226257,-10.57938039302826,-12.989388585090637,-11.90541160106659,-12.842052578926086,-13.49454379081726,-14.21017837524414,-16.504423141479492,-15.546733856201172,-17.28320324420929,-17.788357734680176,-19.693212389945984,-19.630066871643066,-21.45072889328003,-21.356012225151062,-21.440204620361328,-21.50334918498993,-25.10257589817047,-27.89145052433014,-28.028262972831726,-30.2698872089386
-15.241535902023315,-15.294156551361084,-14.315419673919678,-13.589260458946228,-12.842052102088928,-12.36846935749054,-11.779122591018677,-10.842482089996338,-10.642524719238281,-9.653263688087463,-10.126845717430115,-10.358375549316406,-8.47456955909729,-10.295230269432068,-8.022035241127014,-7.906270980834961,-8.179896235466003,-8.243040323257446,-9.516450643539429,-8.190419793128967,-8.390377044677734,-8.737670540809631,-8.14832353591919,-8.337756991386414,-8.600858330726624,-9.263873219490051,-9.084964871406555,-9.390162229537964,-9.084964394569397,-9.116536617279053,-11.715978264808655,-11.221347570419312,-11.347636461257935,-12.00012755393982,-13.178821921348572,-12.43161392211914,-13.37877893447876,-15.031055092811584,-15.978220105171204,-15.988744258880615,-17.3779194355011,-17.809406280517578,-17.862026572227478,-21.334964394569397,-21.67173433303833,-21.84011948108673,-22.218984961509705,-22.945144653320312,-26.902189135551453,-28.228220462799072,-30.943426370620728
