-22.28212917,-24.88157082,-24.69213784,-24.58689737,-24.39746428,-24.00807393,-23.75549662,-23.35558295,-23.05038571,-22.78728426,8.205989776811566e+25,-22.68204367,-22.66099524,-22.69256759,-22.6399473,-22.37684596,-22.19793665,-11.07022524,-21.75592625,-21.76645029,-21.75592637,-22.00850391,-21.90326309,-21.91378713,-21.98745561,-21.67173386,-21.64016175,-21.52439713,-21.39810848,-21.39810848,-21.36653638,-21.22972369,-21.22972381,-21.19815183,-21.21919978,-21.11395919,-20.9455744,-20.85085797,-20.93505037,-20.87190616,-21.019243,-21.05081487,-21.13500726,-21.37706053,-21.46125293,-21.47177708,-21.80854666,-21.9348352,-3.01E+36,-21.54544532,-21.06133914,-20.42989576,-20.04050517,-19.53535104,-19.72478366,-19.99840903,-20.20889032,-20.15627015,-20.30360699,-20.11417401,1.8394930843781838e+28,-19.72478366,-19.45115876,-19.61954319,-19.71425986,-19.83002424,-19.98788512,-20.21941459,-20.59828043,-20.66142488,-3.78E+30,-21.12448335,-21.12448335,-21.14553142,-21.14553142,-21.25077212,-21.33496439,-21.53492141,-21.69278193,-21.96640742,8.148427897276467e+25,-21.84011877,-1.11E+37,-22.01902759,-22.01902771,-21.9664073,-21.86116695,-21.88221502,-21.99797952,-22.17688859,-22.43999028,8.148432948513551e+25,-22.65047109,-22.36632168,-22.46103823,90,
-23.4187274,-25.40777361,-25.2078166,-25.17624438,-24.9552393,-24.56584918,-24.21855509,-23.95545363,-23.67130446,-23.45029962,-23.21877015,-23.20824611,-23.19772208,-23.18719804,-23.20824623,-23.0082891,-22.75571179,-22.59785092,-22.35579753,-22.30317736,-22.32422543,-22.50313413,-22.50313413,-22.45051384,-22.41894174,-22.24003303,-22.11374414,-21.97693133,-21.76645041,-21.85064292,-21.85064292,-21.75592649,-21.70330644,-21.70330632,-21.80854678,-21.80854678,-21.66121006,-21.42968094,-21.5559696,-21.58754146,-21.67173409,-21.75592661,-21.88221526,-22.07164788,-22.13479221,-22.22950876,-22.41894186,-22.52418232,-22.50313425,-22.19793677,-21.51387334,-20.86138237,-20.61932862,-20.22993863,-20.3562274,-20.5351361,-20.91400218,-20.74561739,-20.92452633,-20.81928563,-20.5877564,-20.2825588,-19.90369308,-20.17731845,-20.21941435,-20.34570301,-20.49304008,-20.87190592,-21.1350075,-21.250772,-21.62963796,-21.65068603,-21.65068603,-21.62963784,-21.75592637,-21.71383023,-21.72435451,-22.08217227,-22.4084177,-22.63994682,-22.70309126,-22.43998981,-22.53470659,-22.5978508,-22.55575454,-22.45051384,-22.35579729,-22.39789355,-22.53470635,-22.60837495,-22.90304875,-23.11352944,-23.07143378,-22.97671723,-22.9240967,,
-22.38736987,-24.51322877,-24.45008445,-24.45008433,-23.90283406,-23.67130458,-23.41872752,-22.91357219,-22.59785056,-22.45051384,-22.30317736,-22.24003303,-22.32422543,-22.20846093,-22.24003303,-22.10322034,-21.82959509,-21.76645076,-21.51387334,-21.38758481,-21.46125293,-21.67173421,-21.78749883,-21.64016199,-21.75592673,-21.33496439,-21.35601246,-21.27181983,-21.02976656,-20.95609808,-20.88242972,-20.86138177,-20.82980943,-20.74561727,-20.75614107,-20.72456884,-20.60880411,-20.53513598,-20.53513587,-20.52461207,-20.51408792,-20.67194855,-20.61932838,-21.06133878,-21.26129603,-21.20867562,-21.5033493,-21.48230135,-21.60858977,-21.18762755,-20.49303961,-19.91421747,-19.69321215,-19.33539391,-19.40906239,-19.63006771,-19.95631349,-19.94578958,-19.89316928,-19.76688051,-19.75635636,-19.4616828,-19.3774904,-19.4827311,-19.50377929,-19.67216384,-19.70373642,-19.92474139,-20.30360699,-20.46146762,-20.42989552,-20.78771329,-20.8508575,-20.74561715,-20.8824296,-20.81928563,-21.11395895,-21.15605557,-21.45072889,-21.71383059,-21.80854702,-21.75592673,-21.65068626,-21.71383035,-21.94535983,-21.93483567,-21.77697504,-21.84011924,-21.9664079,-22.06112421,-22.28212965,-22.35579753,-22.37684596,-22.32422554,-22.1874125,,
-22.80833173,-24.62899327,-24.61846936,-24.36589229,-24.2290796,-23.78706944,-23.48187149,-23.08195722,-22.83990395,-22.56627846,-22.34527349,-22.50313425,-22.30317724,-22.41894162,-22.27160513,-22.20846081,-22.09269631,-21.94535983,-21.76645064,-21.61911404,-21.68225825,-21.92431152,-21.99798,-22.10322034,-21.87169111,-21.70330632,-21.49282527,-21.26129615,-21.1455313,-21.2612958,-21.11395919,-21.12448335,-21.11395907,-21.14553154,-21.12448323,-21.11395919,-20.93504989,-20.81928515,-20.67194867,-20.70352101,-20.81928539,-20.90347767,-20.85085738,-21.07186306,-21.50334918,-21.42968118,-21.75592649,-21.96640766,-21.78749871,-21.14553106,-20.60880446,-20.15627027,-19.74583244,-19.55639958,-19.7142601,-19.96683764,-20.11417425,-20.01945794,-20.07207823,-20.06155407,-19.85107327,-19.76688051,-19.51430309,-19.55639958,-19.65111601,-19.81950092,-20.05103028,-20.25098658,-20.57723212,-20.68247271,-20.92452586,-20.86138165,-20.97714651,-20.96662223,-20.98767054,-21.04029071,-21.24024785,-21.38758457,-21.85064304,-21.95588374,-22.10322046,-21.94535971,-21.93483555,-22.06112444,-22.11374438,-22.05060017,-22.0295521,-21.85064316,-22.06112421,-22.22950888,-22.39789379,-22.41894186,-22.61889887,-22.4084177,-22.52418244,,
-23.57658792,-24.79737818,-24.65004158,-24.67108953,-24.36589193,-23.99755037,-23.53449202,-23.45029938,-23.10300529,-22.74518728,-22.69256699,-22.52418232,-22.70309103,-22.55575454,-22.53470647,-22.32422531,-22.28212941,-22.05060005,-22.17688894,-21.85064316,-22.19793701,-22.21898496,-22.20846093,-22.1453166,-22.09269631,-21.95588374,-21.73487866,-21.61911416,-21.54544556,-21.62963796,-21.41915667,-21.40863287,-21.33496451,-21.44020498,-21.36653662,-21.24024796,-21.17710352,-20.93505013,-21.14553106,-21.18762743,-21.07186294,-21.29286814,-21.38758481,-21.61911404,-21.75592649,-21.97693193,-21.95588374,-21.98745573,-22.11374438,-21.88221514,-21.01924241,-20.49303961,-20.00893366,-19.76688063,-19.86159682,-20.14574635,-20.36675131,-20.40884769,-20.44041967,-20.38779938,-20.06155407,-19.91421735,-19.7984525,-19.92474127,-19.96683776,-20.02998209,-20.20889068,-20.58775616,-20.78771329,-20.90347791,-21.08238685,-21.08238685,-21.17710352,-21.19815171,-21.30339229,-21.32444036,-21.57701778,-21.65068591,-21.97693193,-22.11374426,-22.32422531,-22.20846069,-22.09269631,-22.35579765,-22.38736975,-22.32422543,-22.32422531,-22.28212929,-22.19793677,-22.49261034,-22.60837483,-22.98724079,-22.93462074,-22.87147629,-22.78728366,,
-24.29222369,-24.83947456,-24.88157082,-24.84999812,-24.6079452,-24.01859832,-23.71340084,-23.28191447,-23.07143354,-22.88200021,-22.76623571,-22.85042799,-22.7451874,-22.7872839,-22.7030915,-22.54523015,-22.2610811,-22.40841806,-22.15584064,-22.18741274,-22.26108122,-22.26108122,-22.24003291,-22.33474934,-22.20846069,-22.07164812,-21.90326345,-21.90326333,-21.73487854,-21.97693193,-21.68225825,-21.73487842,-21.66121006,-21.62963784,-21.69278228,-21.48230112,-21.41915667,-21.35601234,-21.29286838,-21.29286814,-21.47177696,-21.57701755,-21.51387334,-21.840119,-22.1453166,-22.12426829,-22.2610811,-22.25055707,-22.10322022,-21.86116731,-21.28234434,-20.78771341,-20.14574635,-19.97736168,-19.97736168,-20.19836664,-20.53513598,-20.5351361,-20.57723212,-20.44041979,-20.2509867,-20.05103004,-19.97736156,-19.97736168,-20.1246984,-20.19836676,-20.49303985,-20.84033346,-21.07186294,-21.1665796,-21.42968094,-21.37706053,-21.46125293,-21.40863287,-21.4402051,-21.65068614,-21.69278228,-21.96640778,-22.25055707,-22.1874125,-22.57680249,-22.33474946,-22.32422543,-22.61889875,-22.69256723,-22.47156203,-22.39789355,-22.50313413,-22.54523051,-22.74518752,-22.97671652,-23.30296242,-23.25034225,-23.10300541,-23.21877015,,
-23.62920833,-24.20803118,-24.15541112,-23.86073709,-23.57658803,-23.52396798,-22.79780769,-22.76623535,-22.36632133,-22.32422531,-22.1137445,-21.99797976,-22.02955198,-22.14531648,-22.07164824,-22.08217251,-21.81907105,-21.65068614,-21.37706065,-21.42968071,-21.56649375,-21.97693193,-21.7033062,-21.71383047,-21.68225849,-21.54544556,-21.3560127,-21.2928679,-21.11395919,-21.20867574,-21.04029071,-21.01924253,-21.02976644,-21.02976668,-20.94557416,-20.8719058,-20.79823697,-20.53513598,-20.77718949,-20.65090048,-20.60880411,-20.71404505,-20.73509324,-20.94557416,-21.19815171,-21.38758481,-21.36653662,-21.38758469,-21.48230112,-21.24024785,-20.4614681,-20.10365033,-19.61954391,-19.38801455,-19.66163993,-19.47220683,-19.96683753,-19.67216372,-19.93526578,-19.6721642,-19.65111601,-19.60901952,-19.4511584,-19.47220719,-19.59849536,-19.64059198,-19.76688051,-20.21941483,-20.4719919,-20.67194867,-20.66142476,-20.75614119,-20.79823732,-20.88242984,-21.04029071,-20.87190604,-21.0297668,-21.25077176,-21.67173409,-21.90326357,-21.93483555,-21.73487842,-21.75592661,-21.92431164,-21.9558835,-21.99797988,-21.94535959,-21.92431152,-21.97693169,-22.21898508,-22.42946577,-22.50313413,-22.73466337,-22.46103799,-22.50313437,,
-24.03964639,-24.0922668,-23.92388153,-23.96597803,-23.73444879,-23.35558248,-22.96619284,-22.49261057,-22.41894209,-22.22950912,-22.33474982,-22.16636467,-22.14531648,-22.13479257,-22.02955198,-22.06112432,-21.8506434,-21.69278181,-21.482301,-21.41915679,-21.71383035,-21.88221514,-21.93483567,-21.94535923,-21.71383023,-21.54544544,-21.5138731,-21.42968059,-21.27181983,-21.30339205,-21.12448299,-21.20867538,-21.21919954,-21.08238661,-21.20867538,-21.00871861,-21.01924229,-20.78771353,-20.89295399,-20.82980978,-20.77718949,-20.89295375,-21.25077164,-21.3033917,-21.38758421,-21.46125293,-21.6296376,-21.66121006,-21.60858977,-21.32444024,-20.84033382,-20.24046314,-19.51430309,-19.69321179,-19.69321179,-19.86159658,-20.09312618,-20.01945746,-19.96683729,-20.0194577,-19.83002448,-19.80897653,-19.45115864,-19.70373571,-19.52482712,-19.80897629,-19.79845262,-20.11417413,-20.38779986,-20.71404529,-20.76666558,-20.90347803,-20.9455744,-21.15605509,-21.21919954,-21.09291101,-21.30339193,-21.51387322,-21.80854678,-22.02955198,-22.01902807,-21.97693169,-22.10322082,-22.05060041,-22.32422578,-21.99797964,-22.07164836,-22.11374462,-22.229509,-22.4820863,-22.69256723,-22.75571167,-22.89252424,-22.69256735,-22.7872839,,
-24.84999847,-24.99733543,-24.86052251,-24.7658062,-24.43956041,-24.45008445,-23.79759324,-23.52396786,-23.37663102,-23.07143342,-22.94514453,-23.01881313,-23.05038536,-23.16615021,-23.08195746,-22.98724091,-22.73466337,-22.69256699,-22.52418256,-22.61889887,-22.62942302,-22.77675998,-22.83990419,-22.69256747,-22.82938015,-22.58732665,-22.46103811,-22.48208594,-22.13479233,-22.12426829,-22.25055707,-22.09269643,-22.13479233,-22.19793677,-22.11374426,-22.02955163,-21.86116695,-21.74540246,-21.87169111,-21.92431152,-21.87169111,-21.97693145,-22.06112385,-22.27160501,-22.61889923,-22.54523051,-22.75571191,-22.76623559,-22.54523039,-22.48208618,-21.5559696,-21.05081511,-20.4193716,-20.29308295,-20.37727523,-20.54566014,-20.87190568,-20.7561413,-20.86138201,-20.8719058,-20.56670845,-20.34570313,-20.1667943,-20.35622704,-20.42989576,-20.48251581,-20.86138201,-20.97714663,-21.27182007,-21.54544532,-21.57701778,-21.92431128,-22.01902771,-21.9558835,-21.88221502,-22.09269619,-22.25055695,-22.38736963,-22.77675986,-22.88200033,-22.89252424,-23.00828886,-23.06090951,-23.06090927,-23.28191447,-23.25034249,-22.99776495,-23.07143331,-23.25034249,-23.23981822,-23.70287681,-23.76602113,-23.99755013,-23.71340096,-23.70287669,,
-23.76602113,-23.77654541,-23.71340072,-23.65025675,-23.566064,-22.7872839,-22.59785068,-22.43998981,-22.13479245,-22.21898496,-21.87169063,-21.96640754,-21.90326297,-22.09269631,-21.78749895,-21.79802287,-21.56649351,-21.52439725,-21.56649375,-21.41915691,-21.3981086,-21.840119,-21.72435427,-21.68225813,-21.59806585,-21.54544556,-21.45072913,-21.22972369,-21.07186294,-21.00871861,-20.92452633,-20.9560982,-20.99819458,-20.97714615,-21.01924241,-20.99819434,-20.85085738,-20.55618465,-20.72456861,-20.55618405,-20.78771317,-20.82980967,-20.76666498,-21.02976668,-21.21919978,-21.25077164,-21.49282527,-21.34548867,-21.45072877,-21.09291089,-20.39832318,-20.11417425,-19.47220707,-19.4932549,-19.54587543,-19.59849548,-19.78792858,-19.7458328,-19.79845262,-19.61954355,-19.451159,-19.36696649,-19.41958678,-19.52482748,-19.64059174,-19.66163993,-19.79845285,-20.08260202,-20.47199178,-20.57723224,-20.73509312,-20.60880446,-20.68247283,-20.90347803,-20.96662211,-20.92452586,-20.92452633,-21.31391609,-21.56649375,-21.74540246,-21.81907094,-21.80854702,-21.87169123,-22.21898472,-22.0400759,-22.12426853,-22.10322022,-22.11374426,-22.22950888,-22.19793677,-22.40841758,-22.70309114,-22.72413957,-22.53470635,-22.69256699,,
